     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           1.562;           0.002;           0.000;        100;        100;        3660.020;          90.010;          92.250;          90.236;           0.377 ( 0.418 %);   8454.957
   UNROLL8;           1.562;           0.002;           0.000;        100;        100;        2133.353;          84.380;          84.980;          84.651;           0.165 ( 0.195 %);   9012.741
