     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IKJ;         234.375;           0.229;           0.000;        100;        100;      509758.420;      537969.140;      512168.487;        6660.774 ( 1.301 %);    148.963
