     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           1.562;           0.002;           0.000;        100;        100;         450.125;          14.950;          16.730;          15.055;           0.305 ( 2.023 %);  50678.345
