     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           1.562;           0.002;           0.000;        100;        100;       13326.522;          84.630;          86.760;          84.862;           0.356 ( 0.420 %);   8990.342
