     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           1.562;           0.002;           0.000;        100;        100;        5190.795;          79.170;          79.530;          79.341;           0.112 ( 0.141 %);   9615.966
