     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           1.562;           0.002;           0.000;        100;        100;         617.597;          65.140;          65.650;          65.381;           0.104 ( 0.159 %);  11669.093
