     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           1.562;           0.002;           0.000;        100;        100;         714.828;          65.680;          68.030;          65.944;           0.386 ( 0.586 %);  11569.569
