     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IEX;         234.375;           0.229;           0.000;        100;        100;      647060.210;      736553.460;      654909.414;       18791.362 ( 2.869 %);    116.495
