     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
     CBLAS;         234.375;           0.229;           0.000;        100;        100;      229289.410;      264152.560;      231623.606;        8293.107 ( 3.580 %);    329.388
