     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;         234.375;           0.229;           0.000;        100;        100;      481707.510;      537333.240;      488979.485;       15414.619 ( 3.152 %);    156.027
