     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;         234.375;           0.229;           0.000;        100;        100;      502437.100;      538238.010;      504062.198;        6139.937 ( 1.218 %);    151.358
