     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           1.562;           0.002;           0.000;        100;        100;        2642.172;          89.320;          91.030;          89.590;           0.285 ( 0.318 %);   8515.928
