     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IKJ;         234.375;           0.229;           0.000;        100;        100;      272568.770;      365288.600;      286217.733;       21954.650 ( 7.671 %);    266.559
