     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
     CBLAS;         234.375;           0.229;           0.000;        100;        100;      229193.230;      248708.890;      230883.918;        4252.052 ( 1.842 %);    330.443
