     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IEX;         234.375;           0.229;           0.000;        100;        100;      310648.740;      329911.060;      311320.055;        3345.154 ( 1.075 %);    245.066
