     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           1.562;           0.002;           0.000;        100;        100;         726.149;          66.320;          66.930;          66.478;           0.133 ( 0.201 %);  11476.539
